OID_,Value,EuropeCoun,EUcropPlus,HydroSoils,SlopeClass,CountryName,LandUse,SlopeClass,Manure added,Synthetic N applied,Sythetic P Applied,N Manure added,P Manure calculated,NUE,PUE,lucode,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
12259,12260,7,218,3,3,Bulgaria,Triticale,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,58,8,9.07,1.71,0.61,0.89,12260,26.15888892,0.37,200,0.0205,1.068329841,0.37,200
12260,12261,7,233,4,4,Bulgaria,Soya,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,90,16,9.07,1.71,0.65,0.89,12261,34.67592596,0.22,200,0.0266,1.948329841,0.22,200
12261,12262,7,290,4,4,Bulgaria,Bare arable land,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.67,12262,0,0.05,200,0.0147,0,0.05,200
12262,12263,7,216,4,5,Bulgaria,Maize,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,127.71,14.71,9.07,1.71,0.66,1.22,12263,46.50721911,0.41,200,0,0,0.41,200
12263,12264,7,222,3,5,Bulgaria,Sugar beet,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,130,86,9.07,1.71,0.67,1.17,12264,45.89444447,0.34,200,0.0085,0,0.34,200
12264,12265,7,221,3,5,Bulgaria,Potatoes,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,130,86,9.07,1.71,0.66,1.04,12265,47.28518521,0.41,200,0,0,0.41,200
12265,12266,7,230,3,4,Bulgaria,Other non-permanent industrial crops,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,130,50,9.07,1.71,0.62,0.74,12266,52.84814818,0.19,200,0,13.44514326,0.19,200
12266,12267,7,212,3,3,Bulgaria,Durum wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,23,9.07,1.71,0.6,0.72,12267,53.62962966,0.18,200,0,6.91938505,0.18,200
12267,12268,7,10,2,5,Bulgaria,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.58,0.84,12268,0,0.79,200,0,0,0.79,200
12268,12269,7,31,2,5,Bulgaria,Non improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,12269,0,0.09,200,0.222,0,0.09,200
12269,12270,7,80,2,5,Bulgaria,Permanent water (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.56,0.81,12270,0,0,200,0,0,0,200
12270,12271,7,80,2,4,Bulgaria,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.81,12271,0,0,200,0,0,0,200
12271,12272,7,31,2,4,Bulgaria,Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,12272,0,0.09,200,0.4206,0,0.09,200
12272,12273,7,31,2,3,Bulgaria,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,12273,0,0.09,200,0.8145,0,0.09,200
12273,12274,7,10,2,4,Bulgaria,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.58,0.84,12274,0,0.79,200,0.0044,0,0.79,200
12274,12275,7,31,2,2,Bulgaria,Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,12275,0,0.09,200,0.9169,0,0.09,200
12275,12276,7,60,2,4,Bulgaria,Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.57,0.83,12276,0,0.05,200,0.7943,0,0.05,200
12276,12277,7,213,2,1,Bulgaria,Barley,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,95,16,9.07,1.71,0.64,1.07,12277,37.4666667,0.23,200,0.5446,0,0.23,200
12277,12278,7,213,2,2,Bulgaria,Barley,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,95,16,9.07,1.71,0.64,1.07,12278,37.4666667,0.23,200,0,0,0.23,200
12278,12279,7,213,2,3,Bulgaria,Barley,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,95,16,9.07,1.71,0.64,1.07,12279,37.4666667,0.23,200,0,0,0.23,200
12279,12280,7,217,3,2,Bulgaria,Rice,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,58,8,9.07,1.71,0.65,0.76,12280,23.47592596,0.05,200,0,2.330901471,0.05,200
12280,12281,7,217,3,1,Bulgaria,Rice,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,58,8,9.07,1.71,0.65,0.76,12281,23.47592596,0.05,200,0.0423,2.330901471,0.05,200
12281,12282,7,215,3,4,Bulgaria,Oats,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,58,8,9.07,1.71,0.65,0.7,12282,23.47592596,0.21,200,0,2.913626839,0.21,200
12282,12283,7,233,3,5,Bulgaria,Soya,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,90,16,9.07,1.71,0.54,0.85,12283,45.57407411,0.22,200,0.0027,2.65681342,0.22,200
12283,12284,7,215,4,2,Bulgaria,Oats,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,58,8,9.07,1.71,0.62,0.69,12284,25.48814818,0.21,200,0.0061,3.010747734,0.21,200
12284,12285,7,212,3,2,Bulgaria,Durum wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,125,23,9.07,1.71,0.6,0.72,12285,53.62962966,0.18,200,0,6.91938505,0.18,200
12285,12286,7,215,4,1,Bulgaria,Oats,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,58,8,9.07,1.71,0.62,0.69,12286,25.48814818,0.21,200,0,3.010747734,0.21,200
12286,12287,7,300,2,2,Bulgaria,Woodland and Shrubland (incl. permanent crops,<= mean = 2.531- 5.06 degrees,No,2.21,0.68,0,0,0.55,0.82,12287,0.992631184,0.9,200,0,0.122957165,0.9,200
12287,12288,7,300,2,3,Bulgaria,Woodland and Shrubland (incl. permanent crops,<= mean + 1 STD = 5.061-12.225 degrees,No,2.21,0.68,0,0,0.55,0.82,12288,0.992631184,0.9,200,0,0.122957165,0.9,200
12288,12289,7,502,2,3,Bulgaria,Improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,0.01,0,15.66,2.95,0.58,0.9,12289,6.581046379,0.59,200,0,0.29540401,0.59,200
12289,12290,7,502,2,2,Bulgaria,Improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,0.01,0,15.66,2.95,0.58,0.9,12290,6.581046379,0.59,200,0.045,0.29540401,0.59,200
12290,12291,7,211,2,3,Bulgaria,Common wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,125,23,9.07,1.71,0.49,0.7,12291,68.37777782,0.4,200,0,7.413626839,0.4,200
12291,12292,7,232,2,2,Bulgaria,Rape and turnip rape,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,115,25,9.07,1.71,0.55,1.02,12292,55.83333337,0.5,200,0.371,0,0.5,200
12292,12293,7,232,2,1,Bulgaria,Rape and turnip rape,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,115,25,9.07,1.71,0.55,1.02,12293,55.83333337,0.5,200,0,0,0.5,200
12293,12294,7,300,2,1,Bulgaria,Woodland and Shrubland (incl. permanent crops,<= 1/2 STD = < 2.53 degrees,No,2.21,0.68,0,0,0.55,0.82,12294,0.992631184,0.9,200,0.4252,0.122957165,0.9,200
12294,12295,36,90,3,2,Portugal,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.65,1.03,12295,0,0.4,200,0.4369,0,0.4,200
12295,12296,36,501,3,5,Portugal,Improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Applied to grassland and excreted grazing - divided on LSU,0,0,0,0,0.66,0.97,12296,0,0.83,200,0.0017,0,0.83,200
12296,12297,36,233,3,4,Portugal,Soya,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,0,0,72.79,13.73,0.54,0.85,12297,33.4818022,0.22,200,0.3496,2.059996033,0.22,200
12297,12298,36,233,3,2,Portugal,Soya,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,0,0,72.79,13.73,0.54,0.85,12298,33.4818022,0.22,200,0.1635,2.059996033,0.22,200
12298,12299,36,215,3,3,Portugal,Oats,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,70,30,72.79,13.73,0.65,0.7,12299,49.97528428,0.21,200,0.0075,13.11999207,0.21,200
12299,12300,36,233,3,1,Portugal,Soya,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,0,0,72.79,13.73,0.54,0.85,12300,33.4818022,0.22,200,0.2458,2.059996033,0.22,200
12300,12301,36,34,3,4,Portugal,Non Improved grassland 250 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,1563.48,295,0.75,0.86,12301,390.871168,0.9,200,0.7643,41.29959511,0.9,200
12301,12302,36,34,3,3,Portugal,Non Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,1563.48,295,0.75,0.86,12302,390.871168,0.9,200,0.7189,41.29959511,0.9,200
12302,12303,36,34,3,5,Portugal,Non Improved grassland 250 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,1563.48,295,0.75,0.86,12303,390.871168,0.9,200,0.855,41.29959511,0.9,200
12303,12304,36,504,3,4,Portugal,Improved grassland 250 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,7.32,3.25,555.9,104.89,0.72,0.89,12304,157.7013743,0.9,200,0.4287,11.8953754,0.9,200
12304,12305,36,504,3,3,Portugal,Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,7.32,3.25,555.9,104.89,0.72,0.89,12305,157.7013743,0.9,200,0.4287,11.8953754,0.9,200
12305,12306,36,504,3,2,Portugal,Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,7.32,3.25,555.9,104.89,0.72,0.89,12306,157.7013743,0.9,200,0.316,11.8953754,0.9,200
12306,12307,36,34,3,1,Portugal,Non Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,1563.48,295,0.75,0.86,12307,390.871168,0.9,200,0.7114,41.29959511,0.9,200
12307,12308,36,34,3,2,Portugal,Non Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,1563.48,295,0.75,0.86,12308,390.871168,0.9,200,0.734,41.29959511,0.9,200
12308,12309,36,600,3,5,Portugal,Bare land,> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.98,12309,0,0.05,200,0,0,0.05,200
12309,12310,36,230,3,1,Portugal,Other non-permanent industrial crops,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,90,45,72.79,13.73,0.62,0.74,12310,61.85888008,0.19,200,0.2241,15.27065979,0.19,200
12310,12311,36,215,3,1,Portugal,Oats,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,70,30,72.79,13.73,0.65,0.7,12311,49.97528428,0.21,200,0.013,13.11999207,0.21,200
12311,12312,36,90,3,3,Portugal,Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.65,1.03,12312,0,0.4,200,0.4988,0,0.4,200
12312,12313,36,215,3,2,Portugal,Oats,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,70,30,72.79,13.73,0.65,0.7,12313,49.97528428,0.21,200,0.0016,13.11999207,0.21,200
12313,12314,36,504,3,1,Portugal,Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,7.32,3.25,555.9,104.89,0.72,0.89,12314,157.7013743,0.9,200,0.1751,11.8953754,0.9,200
12314,12315,36,505,3,3,Portugal,Improved grassland 1000 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,14.57,6.48,1106.96,208.86,0.69,0.86,12315,347.6759518,0.9,200,0.4709,30.14734107,0.9,200
12315,12316,36,35,3,4,Portugal,NonImproved grassland 1000 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,3692.69,696.73,0.69,0.81,12316,1144.734893,0.9,200,0.7283,132.3795677,0.9,200
12316,12317,36,35,3,3,Portugal,NonImproved grassland 1000 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,3692.69,696.73,0.69,0.81,12317,1144.734893,0.9,200,0.7239,132.3795677,0.9,200
12317,12318,36,35,3,1,Portugal,NonImproved grassland 1000 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,3692.69,696.73,0.69,0.81,12318,1144.734893,0.9,200,0.7351,132.3795677,0.9,200
12318,12319,36,505,3,1,Portugal,Improved grassland 1000 LSU,<= 1/2 STD = < 2.53 degrees,Applied to grassland and excreted grazing - divided on LSU,14.57,6.48,1106.96,208.86,0.69,0.86,12319,347.6759518,0.9,200,0.4385,30.14734107,0.9,200
12319,12320,36,505,3,2,Portugal,Improved grassland 1000 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,14.57,6.48,1106.96,208.86,0.69,0.86,12320,347.6759518,0.9,200,0.4545,30.14734107,0.9,200
12320,12321,36,35,3,2,Portugal,NonImproved grassland 1000 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,3692.69,696.73,0.69,0.81,12321,1144.734893,0.9,200,0.715,132.3795677,0.9,200
12321,12322,36,505,3,4,Portugal,Improved grassland 1000 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,14.57,6.48,1106.96,208.86,0.69,0.86,12322,347.6759518,0.9,200,0.5128,30.14734107,0.9,200
12322,12323,36,31,4,4,Portugal,Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.54,0.61,12323,0,0.09,200,0.7181,0,0.09,200
12323,12324,36,31,4,5,Portugal,Non improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.54,0.61,12324,0,0.09,200,0.718,0,0.09,200
12324,12325,36,31,4,3,Portugal,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.54,0.61,12325,0,0.09,200,0,0,0.09,200
12325,12326,36,300,4,4,Portugal,Woodland and Shrubland (incl. permanent crops,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,2.22,1.38,0,0,0.59,0.73,12326,0.908610825,0.9,200,0.0236,0.372476296,0.9,200
12326,12327,36,300,4,5,Portugal,Woodland and Shrubland (incl. permanent crops,> mean + 3STD = 26.558-89.281 degrees,No,2.22,1.38,0,0,0.59,0.73,12327,0.908610825,0.9,200,0.0701,0.372476296,0.9,200
12327,12328,36,231,4,5,Portugal,Sunflower,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,0,0,72.79,13.73,0.64,1.19,12328,26.20314955,0.13,200,0.0414,0,0.13,200
12328,12329,36,216,4,4,Portugal,Maize,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,145.44,43.19,72.79,13.73,0.66,1.22,12329,74.19616902,0.41,200,0.0322,0,0.41,200
12329,12330,36,60,4,5,Portugal,Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.57,0.73,12330,0,0.05,200,0.4732,0,0.05,200
12330,12331,36,700,4,5,Portugal,Artificial,> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.75,12331,0,0.05,200,0.6286,0,0.05,200
12331,12332,36,216,4,5,Portugal,Maize,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,145.44,43.19,72.79,13.73,0.66,1.22,12332,74.19616902,0.41,200,0,0,0.41,200
12332,12333,36,250,4,4,Portugal,Fodder crops (cereals and leguminous),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,24.32,15.4,72.79,13.73,0.6,0.76,12333,38.84261061,0.43,200,0.7909,6.991993654,0.43,200
12333,12334,36,700,4,4,Portugal,Artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.6,0.75,12334,0,0.05,200,0.7707,0,0.05,200
12334,12335,36,240,4,4,Portugal,Dry pulses,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,5,25,72.79,13.73,0.6,0.75,12335,31.11461061,0.17,200,0.7907,9.683326722,0.17,200
12335,12336,36,211,4,4,Portugal,Common wheat,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.65,1.18,12336,49.97528428,0.4,200,0.0087,0,0.4,200
12336,12337,36,504,3,5,Portugal,Improved grassland 250 LSU,> mean + 3STD = 26.558-89.281 degrees,Applied to grassland and excreted grazing - divided on LSU,7.32,3.25,555.9,104.89,0.72,0.89,12337,157.7013743,0.9,200,0.1244,11.8953754,0.9,200
12337,12338,36,212,3,4,Portugal,Durum wheat,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.6,0.72,12338,57.11461061,0.18,200,0.0021,10.84532593,0.18,200
12338,12339,36,212,3,5,Portugal,Durum wheat,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.6,0.72,12339,57.11461061,0.18,200,0,10.84532593,0.18,200
12339,12340,36,212,3,3,Portugal,Durum wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.6,0.72,12340,57.11461061,0.18,200,0.0163,10.84532593,0.18,200
12340,12341,36,212,3,1,Portugal,Durum wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.6,0.72,12341,57.11461061,0.18,200,0.0322,10.84532593,0.18,200
12341,12342,36,212,3,2,Portugal,Durum wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.6,0.72,12342,57.11461061,0.18,200,0.021,10.84532593,0.18,200
12342,12343,36,300,2,1,Portugal,Woodland and Shrubland (incl. permanent crops,<= 1/2 STD = < 2.53 degrees,No,2.22,1.38,0,0,0.55,0.82,12343,0.997255783,0.9,200,0.7169,0.24831753,0.9,200
12343,12344,36,300,2,2,Portugal,Woodland and Shrubland (incl. permanent crops,<= mean = 2.531- 5.06 degrees,No,2.22,1.38,0,0,0.55,0.82,12344,0.997255783,0.9,200,0.6814,0.24831753,0.9,200
12344,12345,36,10,2,2,Portugal,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.58,0.84,12345,0,0.79,200,0.865,0,0.79,200
12345,12346,36,10,2,1,Portugal,Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.58,0.84,12346,0,0.79,200,0.888,0,0.79,200
12346,12347,36,90,2,3,Portugal,Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.61,0.92,12347,0,0.4,200,0.893,0,0.4,200
12347,12348,36,80,2,2,Portugal,Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.56,0.81,12348,0,0,200,0,0,0,200
12348,12349,36,80,2,1,Portugal,Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.56,0.81,12349,0,0,200,0,0,0,200
12349,12350,36,90,2,1,Portugal,Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.61,0.92,12350,0,0.4,200,0.7663,0,0.4,200
12350,12351,36,60,2,1,Portugal,Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.57,0.83,12351,0,0.05,200,0.141,0,0.05,200
12351,12352,36,60,2,2,Portugal,Bare/sparse vegetation (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.57,0.83,12352,0,0.05,200,0.1305,0,0.05,200
12352,12353,36,20,2,3,Portugal,Shrubland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.63,0.92,12353,0,0.62,200,0.3782,0,0.62,200
12353,12354,36,90,2,2,Portugal,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.61,0.92,12354,0,0.4,200,0.8984,0,0.4,200
12354,12355,36,20,2,2,Portugal,Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.63,0.92,12355,0,0.62,200,0.9809,0,0.62,200
12355,12356,36,50,2,2,Portugal,Built-up (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.54,0.81,12356,0,0.13,200,0.4867,0,0.13,200
12356,12357,36,50,2,1,Portugal,Built-up (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.54,0.81,12357,0,0.13,200,0.7628,0,0.13,200
12357,12358,36,216,2,2,Portugal,Maize,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,145.44,43.19,72.79,13.73,0.51,0.78,12358,106.929773,0.41,200,0.2395,12.52257752,0.41,200
12358,12359,36,50,2,3,Portugal,Built-up (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.54,0.81,12359,0,0.13,200,0.2352,0,0.13,200
12359,12360,36,700,2,2,Portugal,Artificial,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.51,0.71,12360,0,0.05,200,0.9443,0,0.05,200
12360,12361,36,300,2,3,Portugal,Woodland and Shrubland (incl. permanent crops,<= mean + 1 STD = 5.061-12.225 degrees,No,2.22,1.38,0,0,0.55,0.82,12361,0.997255783,0.9,200,0.5268,0.24831753,0.9,200
12361,12362,36,231,2,2,Portugal,Sunflower,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,0,0,72.79,13.73,0.54,0.9,12362,33.4818022,0.13,200,0.3462,1.373330689,0.13,200
12362,12363,36,32,2,2,Portugal,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,73.11,13.8,0.69,0.75,12363,22.66532324,0.19,200,0.7676,3.448771034,0.19,200
12363,12364,36,32,2,1,Portugal,Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,73.11,13.8,0.69,0.75,12364,22.66532324,0.19,200,0.8537,3.448771034,0.19,200
12364,12365,36,20,2,1,Portugal,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.63,0.92,12365,0,0.62,200,0.9945,0,0.62,200
12365,12366,36,216,2,1,Portugal,Maize,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,145.44,43.19,72.79,13.73,0.51,0.78,12366,106.929773,0.41,200,0.3261,12.52257752,0.41,200
12366,12367,36,40,2,1,Portugal,Cropland (ESA),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,69.93,29.93,72.79,13.73,0.54,0.82,12367,65.65004942,0.27,200,0.3269,7.858613661,0.27,200
12367,12368,36,240,2,1,Portugal,Dry pulses,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,5,25,72.79,13.73,0.62,1.07,12368,29.55888008,0.17,200,0.2146,0,0.17,200
12368,12369,36,250,2,1,Portugal,Fodder crops (cereals and leguminous),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,24.32,15.4,72.79,13.73,0.52,0.8,12369,46.61113273,0.43,200,0.4225,5.826661378,0.43,200
12369,12370,36,232,2,2,Portugal,Rape and turnip rape,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,50,10,72.79,13.73,0.55,1.02,12370,55.25393693,0.5,200,0.3299,0,0.5,200
12370,12371,36,40,2,2,Portugal,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,69.93,29.93,72.79,13.73,0.54,0.82,12371,65.65004942,0.27,200,0.4352,7.858613661,0.27,200
12371,12372,36,700,2,1,Portugal,Artificial,<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.51,0.71,12372,0,0.05,200,0.7406,0,0.05,200
12372,12373,36,240,2,2,Portugal,Dry pulses,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,5,25,72.79,13.73,0.62,1.07,12373,29.55888008,0.17,200,0.4905,0,0.17,200
12373,12374,36,211,2,1,Portugal,Common wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,70,25,72.79,13.73,0.49,0.7,12374,72.82112852,0.4,200,0.2274,11.61999207,0.4,200
12374,12375,36,231,2,1,Portugal,Sunflower,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,0,0,72.79,13.73,0.54,0.9,12375,33.4818022,0.13,200,0.4912,1.373330689,0.13,200
12375,12376,36,232,2,1,Portugal,Rape and turnip rape,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,50,10,72.79,13.73,0.55,1.02,12376,55.25393693,0.5,200,0.4117,0,0.5,200
12376,12377,36,10,2,3,Portugal,Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.58,0.84,12377,0,0.79,200,0.9658,0,0.79,200
12377,12378,36,213,2,1,Portugal,Barley,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,70,20,72.79,13.73,0.64,1.07,12378,51.40314955,0.23,200,0.1919,0,0.23,200
12378,12379,36,40,3,5,Portugal,Cropland (ESA),> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,69.93,29.93,72.79,13.73,0.63,0.87,12379,52.80547453,0.27,200,0.0244,5.675665422,0.27,200
12379,12380,36,218,3,3,Portugal,Triticale,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,70,30,72.79,13.73,0.61,0.89,12380,55.68674534,0.37,200,0.1794,4.810663758,0.37,200
